Ensembl_ID	Gene_symbol
ENSG00000169679	BUB1
ENSG00000156970	BUB1B
ENSG00000136261	BZW2
ENSG00000204683	C10orf113
ENSG00000137720	C11orf1
ENSG00000235162	C12orf75
ENSG00000106392	C1GALT1
ENSG00000143633	C1orf131
ENSG00000116667	C1orf21
ENSG00000108561	C1QBP
ENSG00000265590	C21orf59-TCP10L
ENSG00000197927	C2orf27A
ENSG00000187699	C2orf88
ENSG00000172244	C5orf34
ENSG00000185015	CA13
ENSG00000116161	CACYBP
ENSG00000129007	CALML4
ENSG00000162545	CAMK2N1
ENSG00000131236	CAP1
ENSG00000116489	CAPZA1
ENSG00000198898	CAPZA2
ENSG00000204397	CARD16
ENSG00000079691	CARMIL1
ENSG00000156017	CARNMT1
ENSG00000254166	CASC19
ENSG00000166734	CASC4
ENSG00000138794	CASP6
ENSG00000121691	CAT
ENSG00000166762	CATSPER2
ENSG00000172785	CBWD1
ENSG00000196873	CBWD3
ENSG00000204778	CBWD4P
ENSG00000147996	CBWD5
ENSG00000215126	CBWD7
ENSG00000164221	CCDC112
ENSG00000103021	CCDC113
ENSG00000151773	CCDC122
ENSG00000169193	CCDC126
ENSG00000163006	CCDC138
ENSG00000149548	CCDC15
ENSG00000144395	CCDC150
ENSG00000151838	CCDC175
ENSG00000165813	CCDC186
ENSG00000147419	CCDC25
ENSG00000109881	CCDC34
ENSG00000108588	CCDC47
ENSG00000160124	CCDC58
ENSG00000267076	CCDC58P3
ENSG00000133773	CCDC59
ENSG00000120647	CCDC77
ENSG00000149231	CCDC82
ENSG00000275718	CCL15
ENSG00000275688	CCL15-CCL14
ENSG00000115009	CCL20
ENSG00000145386	CCNA2
ENSG00000134057	CCNB1
ENSG00000157456	CCNB2
ENSG00000112237	CCNC
ENSG00000105173	CCNE1
ENSG00000175305	CCNE2
ENSG00000113328	CCNG1
ENSG00000121797	CCRL2
ENSG00000115484	CCT4
ENSG00000150753	CCT5
ENSG00000122674	CCZ1
ENSG00000135535	CD164
ENSG00000117877	CD3EAP
ENSG00000026508	CD44
ENSG00000116815	CD58
ENSG00000010278	CD9
ENSG00000130177	CDC16
ENSG00000158402	CDC25C
ENSG00000158985	CDC42SE2
ENSG00000094804	CDC6
ENSG00000097046	CDC7
ENSG00000184661	CDCA2
ENSG00000144354	CDCA7
ENSG00000164649	CDCA7L
ENSG00000134690	CDCA8
ENSG00000039068	CDH1
ENSG00000079112	CDH17
ENSG00000170312	CDK1
ENSG00000134058	CDK7
ENSG00000132964	CDK8
ENSG00000111276	CDKN1B
ENSG00000100526	CDKN3
ENSG00000163624	CDS1
ENSG00000105388	CEACAM5
ENSG00000086548	CEACAM6
ENSG00000153879	CEBPG
ENSG00000170827	CELP
ENSG00000103888	CEMIP
ENSG00000115163	CENPA
ENSG00000138778	CENPE
ENSG00000117724	CENPF
ENSG00000153044	CENPH
ENSG00000151849	CENPJ
ENSG00000123219	CENPK
ENSG00000166451	CENPN
ENSG00000151725	CENPU
ENSG00000203760	CENPW
ENSG00000100629	CEP128
ENSG00000103995	CEP152
ENSG00000138180	CEP55
ENSG00000114107	CEP70
ENSG00000172292	CERS6
ENSG00000153140	CETN3
ENSG00000159259	CHAF1B
ENSG00000198824	CHAMP1
ENSG00000170791	CHCHD7
ENSG00000149554	CHEK1
ENSG00000110721	CHKA
ENSG00000083937	CHMP2B
ENSG00000164695	CHMP4C
ENSG00000086065	CHMP5
ENSG00000110172	CHORDC1
ENSG00000111666	CHPT1
ENSG00000104472	CHRAC1
ENSG00000169684	CHRNA5
ENSG00000163507	CIP2A
ENSG00000145354	CISD2
ENSG00000136108	CKAP2
ENSG00000169607	CKAP2L
ENSG00000217555	CKLF
ENSG00000131730	CKMT2
ENSG00000173207	CKS1B
ENSG00000268942	CKS1BP3
ENSG00000123975	CKS2
ENSG00000109572	CLCN3
ENSG00000163347	CLDN1
ENSG00000157224	CLDN12
ENSG00000134852	CLOCK
ENSG00000180745	CLRN3
ENSG00000092853	CLSPN
ENSG00000122705	CLTA
ENSG00000141367	CLTC
ENSG00000125246	CLYBL
ENSG00000111726	CMAS
ENSG00000164237	CMBL
ENSG00000162368	CMPK1
ENSG00000100528	CNIH1
ENSG00000198791	CNOT7
ENSG00000174469	CNTNAP2
ENSG00000256053	COA8
ENSG00000082438	COBLL1
ENSG00000100473	COCH
ENSG00000136152	COG3
ENSG00000133103	COG6
ENSG00000269897	COMMD3-BMI1
ENSG00000188243	COMMD6
ENSG00000169019	COMMD8
ENSG00000178741	COX5A
ENSG00000164919	COX6C
ENSG00000127184	COX7C
ENSG00000085719	CPNE3
ENSG00000088766	CRLS1
ENSG00000101343	CRNKL1
ENSG00000112297	CRYBG1
ENSG00000165475	CRYL1
ENSG00000116791	CRYZ
ENSG00000124207	CSE1L
ENSG00000151292	CSNK1G3
ENSG00000070770	CSNK2A2
ENSG00000160213	CSTB
ENSG00000225932	CTAGE4
ENSG00000116761	CTH
ENSG00000119326	CTNNAL1
ENSG00000064601	CTSA
ENSG00000103811	CTSH
ENSG00000163131	CTSS
ENSG00000136943	CTSV
ENSG00000154639	CXADR
ENSG00000103018	CYB5B
ENSG00000182224	CYB5D1
ENSG00000172115	CYCS
ENSG00000134716	CYP2J2
ENSG00000146233	CYP39A1
ENSG00000145476	CYP4V2
ENSG00000186377	CYP4X1
ENSG00000001630	CYP51A1
ENSG00000112977	DAP
ENSG00000006634	DBF4
ENSG00000155368	DBI
ENSG00000164934	DCAF13
ENSG00000146038	DCDC2
ENSG00000104671	DCTN6
ENSG00000043093	DCUN1D1
ENSG00000137692	DCUN1D5
ENSG00000153904	DDAH1
ENSG00000165490	DDIAS
ENSG00000165732	DDX21
ENSG00000104325	DECR1
ENSG00000124795	DEK
ENSG00000139726	DENR
ENSG00000024526	DEPDC1
ENSG00000035499	DEPDC1B
ENSG00000121690	DEPDC7
ENSG00000136986	DERL1
ENSG00000228716	DHFR
ENSG00000188985	DHFRP1
ENSG00000131504	DIAPH1
ENSG00000139734	DIAPH3
ENSG00000083520	DIS3
ENSG00000091140	DLD
ENSG00000177337	DLGAP1-AS1
ENSG00000126787	DLGAP5
ENSG00000173253	DMRT2
ENSG00000165506	DNAAF2
ENSG00000256061	DNAAF4
ENSG00000086061	DNAJA1
ENSG00000140403	DNAJA4
ENSG00000132002	DNAJB1
ENSG00000090520	DNAJB11
ENSG00000128590	DNAJB9
ENSG00000120675	DNAJC15
ENSG00000205981	DNAJC19
ENSG00000105821	DNAJC2
ENSG00000102580	DNAJC3
ENSG00000101457	DNTTIP1
ENSG00000117543	DPH5
ENSG00000000419	DPM1
ENSG00000197635	DPP4
ENSG00000173852	DPY19L1
ENSG00000156171	DRAM2
ENSG00000134755	DSC2
ENSG00000136982	DSCC1
ENSG00000046604	DSG2
ENSG00000149636	DSN1
ENSG00000096696	DSP
ENSG00000125868	DSTN
ENSG00000143476	DTL
ENSG00000111266	DUSP16
ENSG00000088986	DYNLL1
ENSG00000125971	DYNLRB1
ENSG00000133740	E2F5
ENSG00000165891	E2F7
ENSG00000129173	E2F8
ENSG00000145088	EAF2
ENSG00000147654	EBAG9
ENSG00000123179	EBPL
ENSG00000114346	ECT2
ENSG00000078401	EDN1
ENSG00000102189	EEA1
ENSG00000250182	EEF1A1P13
ENSG00000196205	EEF1A1P5
ENSG00000150456	EEF1AKMT1
ENSG00000114942	EEF1B2
ENSG00000124802	EEF1E1
ENSG00000265818	EEF1E1-BLOC1S5
ENSG00000125266	EFNB2
ENSG00000135373	EHF
ENSG00000113790	EHHADH
ENSG00000236698	EIF1AXP1
ENSG00000134001	EIF2S1
ENSG00000125977	EIF2S2
ENSG00000104408	EIF3E
ENSG00000233426	EIF3FP3
ENSG00000147677	EIF3H
ENSG00000151247	EIF4E
ENSG00000163412	EIF4E3
ENSG00000229944	EIF4EP2
ENSG00000128886	ELL3
ENSG00000179387	ELMOD2
ENSG00000012660	ELOVL5
ENSG00000170522	ELOVL6
ENSG00000164181	ELOVL7
ENSG00000104412	EMC2
ENSG00000154920	EME1
ENSG00000232445	EMSLR
ENSG00000001561	ENPP4
ENSG00000112796	ENPP5
ENSG00000120533	ENY2
ENSG00000079819	EPB41L2
ENSG00000115109	EPB41L5
ENSG00000119888	EPCAM
ENSG00000172031	EPHX4
ENSG00000049167	ERCC8
ENSG00000124882	EREG
ENSG00000087502	ERGIC2
ENSG00000068912	ERLEC1
ENSG00000107566	ERLIN1
ENSG00000197930	ERO1A
ENSG00000023318	ERP44
ENSG00000141446	ESCO1
ENSG00000171320	ESCO2
ENSG00000139684	ESD
ENSG00000089048	ESF1
ENSG00000104413	ESRP1
ENSG00000143971	ETAA1
ENSG00000174371	EXO1
ENSG00000107371	EXOSC3
ENSG00000223496	EXOSC6
ENSG00000110723	EXPH5
ENSG00000106462	EZH2
ENSG00000164251	F2RL1
ENSG00000145384	FABP2
ENSG00000121769	FABP3
ENSG00000164687	FABP5
ENSG00000170231	FABP6
ENSG00000158234	FAIM
ENSG00000189057	FAM111B
ENSG00000170264	FAM161A
ENSG00000114023	FAM162A
ENSG00000198780	FAM169A
ENSG00000151327	FAM177A1
ENSG00000221909	FAM200A
ENSG00000237765	FAM200B
ENSG00000124098	FAM210B
ENSG00000204856	FAM216A
ENSG00000188732	FAM221A
ENSG00000272414	FAM47E-STBD1
ENSG00000153310	FAM49B
ENSG00000196550	FAM72A
ENSG00000188610	FAM72B
ENSG00000215784	FAM72D
ENSG00000157470	FAM81A
ENSG00000168143	FAM83B
ENSG00000145002	FAM86B2
ENSG00000188343	FAM92A
ENSG00000140525	FANCI
ENSG00000064763	FAR2
ENSG00000124279	FASTKD3
ENSG00000083857	FAT1
ENSG00000147364	FBXO25
ENSG00000151876	FBXO4
ENSG00000112029	FBXO5
ENSG00000137714	FDX1
ENSG00000101311	FERMT1
ENSG00000132436	FIGNL1
ENSG00000100442	FKBP3
ENSG00000004478	FKBP4
ENSG00000096060	FKBP5
ENSG00000137942	FNBP1L
ENSG00000156869	FRRS1
ENSG00000075539	FRYL
ENSG00000265817	FSBP
ENSG00000106701	FSD1L
ENSG00000237264	FTH1P11
ENSG00000179163	FUCA1
ENSG00000089327	FXYD5
ENSG00000141349	G6PC3
ENSG00000109458	GAB1
ENSG00000141429	GALNT1
ENSG00000115339	GALNT3
ENSG00000257594	GALNT4
ENSG00000109586	GALNT7
ENSG00000261609	GAN
ENSG00000109534	GAR1
ENSG00000136895	GARNL3
ENSG00000139354	GAS2L3
ENSG00000187210	GCNT1
ENSG00000137878	GCOM1
ENSG00000140905	GCSH
ENSG00000198380	GFPT1
ENSG00000006625	GGCT
ENSG00000137563	GGH
ENSG00000165678	GHITM
ENSG00000101003	GINS1
ENSG00000131153	GINS2
ENSG00000137960	GIPC2
ENSG00000165113	GKAP1
ENSG00000138604	GLCE
ENSG00000124767	GLO1
ENSG00000173221	GLRX
ENSG00000135423	GLS2
ENSG00000112312	GMNN
ENSG00000100522	GNPNAT1
ENSG00000173905	GOLIM4
ENSG00000143457	GOLPH3L
ENSG00000111711	GOLT1B
ENSG00000133114	GPALPP1
ENSG00000160818	GPATCH4
ENSG00000125772	GPCPD1
ENSG00000171723	GPHN
ENSG00000173890	GPR160
ENSG00000152749	GPR180
ENSG00000188092	GPR89B
ENSG00000121957	GPSM2
ENSG00000115290	GRB14
ENSG00000100077	GRK3
ENSG00000179603	GRM8
ENSG00000104687	GSR
ENSG00000170899	GSTA4
ENSG00000140307	GTF2A2
ENSG00000188342	GTF2F2
ENSG00000145736	GTF2H2
ENSG00000226259	GTF2H2B
ENSG00000183474	GTF2H2C
ENSG00000122034	GTF3A
ENSG00000155115	GTF3C6
ENSG00000151806	GUF1
ENSG00000253366	GUSBP16
ENSG00000164032	H2AZ1
ENSG00000197238	H4C11
ENSG00000206527	HACD2
ENSG00000196591	HDAC2
ENSG00000111906	HDDC2
ENSG00000051620	HEBP2
ENSG00000119969	HELLS
ENSG00000162639	HENMT1
ENSG00000135245	HILPDA
ENSG00000123485	HJURP
ENSG00000071794	HLTF
ENSG00000189403	HMGB1
ENSG00000132967	HMGB1P5
ENSG00000164104	HMGB2
ENSG00000117305	HMGCL
ENSG00000113161	HMGCR
ENSG00000112972	HMGCS1
ENSG00000205581	HMGN1
ENSG00000234664	HMGN2P5
ENSG00000072571	HMMR
ENSG00000164749	HNF4G
ENSG00000150540	HNMT
ENSG00000135486	HNRNPA1
ENSG00000152795	HNRNPDL
ENSG00000214753	HNRNPUL2
ENSG00000152413	HOMER1
ENSG00000134709	HOOK1
ENSG00000168172	HOOK3
ENSG00000253187	HOXA10-AS
ENSG00000170689	HOXB9
ENSG00000164120	HPGD
ENSG00000226742	HSBP1L1
ENSG00000198189	HSD17B11
ENSG00000133835	HSD17B4
ENSG00000132196	HSD17B7
ENSG00000099251	HSD17B7P2
ENSG00000080824	HSP90AA1
ENSG00000164070	HSPA4L
ENSG00000144381	HSPD1
ENSG00000115541	HSPE1
ENSG00000270757	HSPE1-MOB4
ENSG00000120694	HSPH1
ENSG00000109854	HTATIP2
ENSG00000198331	HYLS1
ENSG00000003147	ICA1
ENSG00000115738	ID2
ENSG00000138413	IDH1
ENSG00000067064	IDI1
ENSG00000134049	IER3IP1
ENSG00000185885	IFITM1
ENSG00000142166	IFNAR1
ENSG00000159110	IFNAR2
ENSG00000027697	IFNGR1
ENSG00000006652	IFRD1
ENSG00000101052	IFT52
ENSG00000114446	IFT57
ENSG00000096872	IFT74
ENSG00000032742	IFT88
ENSG00000073792	IGF2BP2
ENSG00000211933	IGHV6-1
ENSG00000241566	IGKV2D-24
ENSG00000243063	IGKV3-7
ENSG00000233999	IGKV3OR2-268
ENSG00000211599	IGKV5-2
ENSG00000211637	IGLV4-69
ENSG00000056736	IL17RB
ENSG00000150782	IL18
ENSG00000016402	IL20RA
ENSG00000137033	IL33
ENSG00000104432	IL7
ENSG00000133731	IMPA1
ENSG00000154059	IMPACT
ENSG00000168556	ING2
ENSG00000151689	INPP1
ENSG00000186480	INSIG1
ENSG00000125629	INSIG2
ENSG00000065150	IPO5
ENSG00000103599	IQCH
ENSG00000145703	IQGAP2
ENSG00000217416	ISCA1P1
ENSG00000129636	ITFG1
ENSG00000164171	ITGA2
ENSG00000091409	ITGA6
ENSG00000136156	ITM2B
ENSG00000009765	IYD
ENSG00000132465	JCHAIN
ENSG00000198553	KCNRG
ENSG00000100196	KDELR3
ENSG00000006459	KDM7A
ENSG00000131773	KHDRBS3
ENSG00000163807	KIAA1143
ENSG00000114656	KIAA1257
ENSG00000138160	KIF11
ENSG00000118193	KIF14
ENSG00000163808	KIF15
ENSG00000121621	KIF18A
ENSG00000112984	KIF20A
ENSG00000138182	KIF20B
ENSG00000137807	KIF23
ENSG00000186638	KIF24
ENSG00000068796	KIF2A
ENSG00000142945	KIF2C
ENSG00000170759	KIF5B
ENSG00000088727	KIF9
ENSG00000049130	KITLG
ENSG00000088970	KIZ
ENSG00000102554	KLF5
ENSG00000213160	KLHL23
ENSG00000122550	KLHL7
ENSG00000137812	KNL1
ENSG00000128944	KNSTRN
ENSG00000182481	KPNA2
ENSG00000133703	KRAS
ENSG00000172086	KRCC1
ENSG00000111615	KRR1
ENSG00000163463	KRTCAP2
ENSG00000126777	KTN1
ENSG00000137944	KYAT3
ENSG00000087299	L2HGDH
ENSG00000179630	LACC1
ENSG00000147592	LACTB2
ENSG00000185896	LAMP1
ENSG00000109270	LAMTOR3
ENSG00000104341	LAPTM4B
ENSG00000138709	LARP1B
ENSG00000134333	LDHA
ENSG00000111716	LDHB
ENSG00000166477	LEO1
ENSG00000131981	LGALS3
ENSG00000205213	LGR4
ENSG00000139292	LGR5
ENSG00000183814	LIN9
ENSG00000107798	LIPA
ENSG00000074695	LMAN1
ENSG00000168216	LMBRD1
ENSG00000113368	LMNB1
ENSG00000136153	LMO7
ENSG00000072201	LNX1
ENSG00000139517	LNX2
ENSG00000087253	LPCAT2
ENSG00000111684	LPCAT3
ENSG00000123684	LPGAT1
ENSG00000136141	LRCH1
ENSG00000121931	LRIF1
ENSG00000165501	LRR1
ENSG00000184434	LRRC19
ENSG00000129295	LRRC6
ENSG00000186105	LRRC70
ENSG00000133739	LRRCC1
ENSG00000175324	LSM1
ENSG00000232024	LSM12P1
ENSG00000106355	LSM5
ENSG00000267697	LUZP6
ENSG00000054219	LY75
ENSG00000248672	LY75-CD302
ENSG00000145220	LYAR
ENSG00000150556	LYPD6B
ENSG00000120992	LYPLA1
ENSG00000176018	LYSMD3
ENSG00000183742	MACC1
ENSG00000164109	MAD2L1
ENSG00000162385	MAGOH
ENSG00000198042	MAK16
ENSG00000147676	MAL2
ENSG00000144063	MALL
ENSG00000111885	MAN1A1
ENSG00000172469	MANEA
ENSG00000185090	MANEAL
ENSG00000111261	MANSC1
ENSG00000140941	MAP1LC3B
ENSG00000258102	MAP1LC3B2
ENSG00000135525	MAP7
ENSG00000069956	MAPK6
ENSG00000101367	MAPRE1
ENSG00000152939	MARVELD2
ENSG00000120539	MASTL
ENSG00000280987	MATR3
ENSG00000134046	MBD2
ENSG00000151332	MBIP
ENSG00000139793	MBNL2
ENSG00000143797	MBOAT2
ENSG00000065328	MCM10
ENSG00000104738	MCM4
ENSG00000076003	MCM6
ENSG00000125885	MCM8
ENSG00000153898	MCOLN2
ENSG00000140563	MCTP2
ENSG00000101898	MCTS2P
ENSG00000156026	MCU
ENSG00000050393	MCUR1
ENSG00000135679	MDM2
ENSG00000065833	ME1
ENSG00000136146	MED4
ENSG00000106780	MEGF9
ENSG00000165304	MELK
ENSG00000106484	MEST
ENSG00000105976	MET
ENSG00000138382	METTL5
ENSG00000118855	MFSD1
ENSG00000257743	MGAM2
ENSG00000168282	MGAT2
ENSG00000125871	MGME1
ENSG00000008394	MGST1
ENSG00000085871	MGST2
ENSG00000150527	MIA2
ENSG00000154305	MIA3
ENSG00000270136	MICOS10-NBL1
ENSG00000165487	MICU2
ENSG00000155545	MIER3
ENSG00000027001	MIPEP
ENSG00000148773	MKI67
ENSG00000125863	MKKS
ENSG00000110917	MLEC
ENSG00000178053	MLF1
ENSG00000171843	MLLT3
ENSG00000168288	MMADHC
ENSG00000121211	MND1
ENSG00000138587	MNS1
ENSG00000115540	MOB4
ENSG00000164172	MOCS2
ENSG00000143158	MPC2
ENSG00000135698	MPHOSPH6
ENSG00000150054	MPP7
ENSG00000101189	MRGBP
ENSG00000172172	MRPL13
ENSG00000115364	MRPL19
ENSG00000243147	MRPL33
ENSG00000154719	MRPL39
ENSG00000278845	MRPL45
ENSG00000136522	MRPL47
ENSG00000136897	MRPL50
ENSG00000173141	MRPL57
ENSG00000163319	MRPS18C
ENSG00000266472	MRPS21
ENSG00000175110	MRPS22
ENSG00000131368	MRPS25
ENSG00000243406	MRPS31P5
ENSG00000090263	MRPS33
ENSG00000061794	MRPS35
ENSG00000134056	MRPS36
ENSG00000224287	MSL3P1
ENSG00000052802	MSMO1
ENSG00000186205	MTARC1
ENSG00000248527	MTATP6P1
ENSG00000172167	MTBP
ENSG00000109919	MTCH2
ENSG00000120832	MTERF2
ENSG00000146410	MTFR2
ENSG00000065911	MTHFD2
ENSG00000122033	MTIF3
ENSG00000225630	MTND2P28
ENSG00000130349	MTRES1
ENSG00000120662	MTRF1
ENSG00000112031	MTRF1L
ENSG00000129422	MTUS1
ENSG00000173702	MUC13
ENSG00000118513	MYB
ENSG00000185697	MYBL1
ENSG00000136997	MYC
ENSG00000101608	MYL12A
ENSG00000118680	MYL12B
ENSG00000176658	MYO1D
ENSG00000128833	MYO5C
ENSG00000196586	MYO6
ENSG00000263155	MYZAP
ENSG00000244754	N4BP2L2
ENSG00000173418	NAA20
ENSG00000139977	NAA30
ENSG00000177694	NAALADL2
ENSG00000196531	NACA
ENSG00000105835	NAMPT
ENSG00000104320	NBN
ENSG00000109805	NCAPG
ENSG00000146918	NCAPG2
ENSG00000121152	NCAPH
ENSG00000188211	NCR3LG1
ENSG00000058804	NDC1
ENSG00000080986	NDC80
ENSG00000102471	NDFIP2
ENSG00000189043	NDUFA4
ENSG00000184983	NDUFA6
ENSG00000004779	NDUFAB1
ENSG00000164182	NDUFAF2
ENSG00000123545	NDUFAF4
ENSG00000156170	NDUFAF6
ENSG00000183648	NDUFB1
ENSG00000165264	NDUFB6
ENSG00000151366	NDUFC2
ENSG00000168653	NDUFS5
ENSG00000145494	NDUFS6
ENSG00000267809	NDUFV2P1
ENSG00000078114	NEBL
ENSG00000177707	NECTIN3
ENSG00000139350	NEDD1
ENSG00000255526	NEDD8-MDP1
ENSG00000109674	NEIL3
ENSG00000117650	NEK2
ENSG00000136098	NEK3
